Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,celltype,contrast,geneset
prerank,Phase 0 - Rapid Depolarisation R-HSA-5576892,-0.7466173443383631,-1.7281106717044457,0.001256281407035176,0.03237982028654047,0.238,12/17,14.81%,SCN8A;CACNB2;CAMK2B;SCN2A;CACNA1C;SCN3B;CALM1;CACNG8;FGF12;SCN1B;FGF14;CAMK2A,Oligodendrocyte,interaction_MCX,reactome
prerank,Transmission Across Chemical Synapses R-HSA-112315,-0.5857530120251286,-1.7351490787129913,0.0,0.031575627151694624,0.215,49/111,16.54%,PRKAR2B;STXBP1;CAMKK1;GABRA1;GABBR2;GABRB2;SYN3;VAMP2;GABRG2;GABRA4;GABRB3;CACNB2;KCNJ6;RAB3A;CAMK2B;GABRA2;SYN1;PRKAR1B;TSPAN7;CPLX1;GABRB1;CAMK4;KCNJ3;CACNA1B;GRIN2B;SNAP25;GLRB;SLC17A7;SYT1;NRGN;GABRG3;GAD2;AP2A2;CACNA1E;NEFL;CALM1;CACNG8;GNAL;LIN7A;NRG1;NPTN;RIMS1;CAMK2A;CACNG3;EPB41L1;CACNG2;ADCY1;GRIA3;GRIA1,Oligodendrocyte,interaction_MCX,reactome
prerank,Sensory Processing Of Sound By Inner Hair Cells Of Cochlea R-HSA-9662360,-0.688110160659786,-1.740495874633677,0.0011723329425556857,0.03172333609482957,0.195,14/25,16.44%,SPTAN1;VAMP2;BSN;CACNB2;RAB3A;ATP2B1;SYN1;SNAP25;CACNA1D;PCLO;SYP;EPB41L1;CABP1;KCNMA1,Oligodendrocyte,interaction_MCX,reactome
prerank,Neuronal System R-HSA-112316,-0.5819724033764926,-1.7450927729651762,0.0,0.033510993047642317,0.179,68/164,16.54%,PRKAR2B;STXBP1;CAMKK1;GABRA1;GABBR2;GABRB2;SYN3;SLITRK4;VAMP2;GABRG2;KCNN2;GABRA4;IL1RAPL2;KCNAB2;GABRB3;CACNB2;KCNC1;KCNJ6;KCNB2;RAB3A;KCNB1;CAMK2B;GABRA2;KCNQ5;SYN1;PRKAR1B;SYT7;TSPAN7;CPLX1;LRFN2;KCNH7;KCNA2;GABRB1;CAMK4;KCNJ3;CACNA1B;GRIN2B;SNAP25;GLRB;SLC17A7;SYT1;DLGAP4;NRGN;HCN1;GRM1;GABRG3;DLGAP2;GAD2;AP2A2;CACNA1E;NEFL;CALM1;CACNG8;GRM5;GNAL;LIN7A;NRG1;NPTN;RIMS1;CAMK2A;CACNG3;KCND2;EPB41L1;CACNG2;ADCY1;GRIA3;KCNMA1;GRIA1,Oligodendrocyte,interaction_MCX,reactome
prerank,Myc Targets V1,-0.528723711849393,-1.7552056717533868,0.00539568345323741,0.03114875910239263,0.117,16/26,29.20%,KPNB1;PSMD1;YWHAE;RAN;SLC25A3;PGK1;NAP1L1;VDAC3;EIF4G2;HNRNPA3;CUL1;FAM120A;EIF1AX;CANX;PPIA;HNRNPU,Pericyte,interaction_FX,hallmark
prerank,UV Response Up,-0.580439165220517,-1.7569980291985403,0.0016638935108153079,0.017907950776698458,0.076,11/24,18.35%,ATP6V1C1;NTRK3;SOD2;OLFM1;SLC25A4;TFRC;AMD1;CNP;ATP6V1F;TUBA4A;ENO2,Endothelial,interaction_SC,hallmark
prerank,Cholesterol Homeostasis,-0.6272162340819938,-1.7586297166854994,0.0020876826722338203,0.029578536288482015,0.074,6/14,11.49%,CLU;HMGCS1;PDK3;ACTG1;CTNNB1;FDFT1,Oligodendrocyte,global_condition,hallmark
prerank,GABA Receptor Activation R-HSA-977443,-0.7136373828062702,-1.767062046770616,0.0012048192771084338,0.028378296644142677,0.135,13/23,12.61%,GABRA1;GABBR2;GABRB2;GABRG2;GABRA4;GABRB3;KCNJ6;GABRA2;GABRB1;KCNJ3;GABRG3;GNAL;NPTN,Oligodendrocyte,interaction_MCX,reactome
prerank,p53 Pathway,-0.487629986730256,-1.7718539339474788,0.004424778761061947,0.025255990710440195,0.08,9/30,11.87%,TSC22D1;ZMAT3;CYFIP2;HINT1;CDK5R1;FBXW7;ABAT;LDHB;ISCU,Inhibitory,interaction_MCX,hallmark
prerank,UV Response Up,-0.5687549966433317,-1.8082924492542598,0.006122448979591836,0.017265385686438317,0.047,14/24,20.70%,TMBIM6;TFRC;ATP6V1F;ABCB1;CCK;BSG;DNAJA1;EIF5;SOD2;AMD1;TUBA4A;SELENOW;SLC25A4;HNRNPU,Pericyte,interaction_MCX,hallmark
prerank,Fatty Acid Metabolism,-0.5094855884825107,-1.8115255535011803,0.0,0.027886462260795337,0.053,9/27,14.27%,ELOVL5;HIBCH;HSPH1;HMGCS1;HSP90AA1;ACSL4;YWHAH;HSD17B4;MDH1,Neuron,global_condition,hallmark
prerank,mTORC1 Signaling,-0.46626471093298405,-1.817234588361737,0.002127659574468085,0.017766283120447587,0.047,19/41,19.69%,GOT1;TXNRD1;TPI1;HSP90B1;CANX;GAPDH;ATP6V1D;ACTR2;HSPA5;QDPR;TUBA4A;SKAP2;ELOVL6;DHFR;HPRT1;SCD;ENO1;HMGCS1;PGK1,Inhibitory,interaction_MCX,hallmark
prerank,Inflammatory Response,-0.5583188850248193,-1.8225004532350262,0.004434589800443459,0.03583009079118028,0.051,5/23,2.68%,NAMPT;ABCA1;HIF1A;SLC4A4;ITGB8,Oligodendrocyte,interaction_SC,hallmark
prerank,Xenobiotic Metabolism,-0.6054436773856315,-1.8270236392456112,0.0020325203252032522,0.01917127352031242,0.039,7/19,11.72%,PTGES3;CYFIP2;ELOVL5;PDLIM5;TPST1;MT2A;APOE,Oligodendrocyte,global_condition,hallmark
prerank,Protein Secretion,-0.50908521532509,-1.8289960867947297,0.0,0.018224573780129334,0.038,19/36,26.49%,RAB2A;PAM;ARF1;AP3S1;RAB14;ATP6V1H;EGFR;SOD1;ICA1;SGMS1;ADAM10;AP2M1;GNAS;CLCN3;ATP1A1;CLTA;BNIP3;SCAMP1;STX7,Pericyte,interaction_MCX,hallmark
prerank,Long-term Potentiation R-HSA-9620244,-0.646716714906365,-1.829329567291479,0.0032733224222585926,0.048165761676932116,0.294,11/16,22.02%,NRG1;GRIA1;LRRC7;ERBB4;CAMK2A;CAMK2D;GRIA2;DLG1;GRIN2B;NRGN;CAMK2G,Endothelial,interaction_FX,reactome
prerank,Oxidative Phosphorylation,-0.4161767361159078,-1.8316215910919103,0.0044444444444444444,0.032682705401724924,0.062,19/36,27.28%,NDUFS1;PDP1;SLC25A3;ATP6V1D;CYCS;ATP6V1G1;ATP6V1F;ISCU;ATP6V1C1;ATP1B1;GPX4;SLC25A4;VDAC1;UQCRH;COX7A2L;ATP6V1E1;ATP5MC3;ATP5F1B;VDAC3,Excitatory,region_FX,hallmark
prerank,Cilium Assembly R-HSA-5617833,-0.4808703686128383,-1.834591041657971,0.00425531914893617,0.04087696189076402,0.423,17/40,11.62%,TUBB4A;YWHAG;TUBB4B;TTBK2;DYNLL1;HSP90AA1;YWHAE;CEP290;DYNC1H1;KIFAP3;KIF3C;PPP2R1A;DYNLRB1;AKAP9;DYNLL2;DYNC1I2;TUBA4A,Inhibitory,interaction_MCX,reactome
prerank,Myogenesis,-0.4993052307555465,-1.8402446492972437,0.0,0.021301415022569357,0.032,21/42,26.70%,SORBS1;PKIA;DTNA;SGCD;IGFBP7;CLU;NAV2;CNN3;CRYAB;EIF4A2;ABLIM1;ACTN2;ACSL1;NCAM1;ADCY9;SPARC;RB1;TAGLN;GABARAPL2;PDE4DIP;WWTR1,Oligodendrocyte,global_condition,hallmark
prerank,Nuclear Signaling By ERBB4 R-HSA-1251985,-0.6792687167728404,-1.8439006572647754,0.001694915254237288,0.04309614074680575,0.251,6/13,18.07%,GFAP;NRG1;APOE;ERBB4;SPARC;S100B,Endothelial,interaction_FX,reactome
prerank,Activation Of BH3-only Proteins R-HSA-114452,-0.6195408751859881,-1.8441405801555903,0.0020325203252032522,0.03855894618519594,0.398,8/15,13.62%,YWHAB;YWHAG;DYNLL1;YWHAH;YWHAE;DYNLL2;YWHAQ;YWHAZ,Inhibitory,interaction_MCX,reactome
prerank,Hypoxia,-0.5097189904356123,-1.846181081571203,0.0035971223021582736,0.014837271511368702,0.05,17/40,13.50%,MT2A;SLC2A3;ENO1;AKAP12;EGFR;GBE1;GAPDH;UGP2;IRS2;TPI1;PGK1;MXI1;BNIP3L;WSB1;HK1;PRKCA;IDS,Pericyte,interaction_FX,hallmark
prerank,Infectious Disease R-HSA-5663205,-0.3615637934604092,-1.85141093490885,0.0,0.03702585817228477,0.384,56/186,17.69%,SYT2;YWHAB;VAMP1;SV2B;CALM1;AHCYL1;TXNRD1;YWHAG;RAB7A;WASL;ADCY1;DYNLL1;HSP90AA1;SKP1;CHGA;CYFIP2;YWHAH;YWHAE;MAP1LC3B;STX1B;XRCC5;GNB1;DYNC1H1;ATP1B1;CANX;AP2M1;SLC25A4;UBC;JAK1;GNAS;SRPK1;GNB5;ACTR2;HSP90AB1;DYNLL2;DYNC1I2;KPNA3;ISCU;MAP2K1;PRKAR1B;YWHAQ;YWHAZ;PLCG2;VPS41;RAN;DYNC1LI2;KPNA5;PTGES3;PTPN11;SNAP25;ROCK2;CLTC;SV2A;CLTA;ENO1;SYT1,Inhibitory,interaction_MCX,reactome
prerank,Cellular Response To Starvation R-HSA-9711097,-0.6559730814722188,-1.8522988585449671,0.0,0.04276553437136626,0.232,8/15,19.63%,ATP6V1C1;ATP6V1G1;ATP6V1F;ATP6V1A;ATP6V0B;ATP6V1E1;ATP6V1B2;ATP6V1D,Endothelial,interaction_FX,reactome
prerank,Amino Acids Regulate mTORC1 R-HSA-9639288,-0.6559730814722188,-1.8522988585449671,0.0,0.04276553437136626,0.232,8/15,19.63%,ATP6V1C1;ATP6V1G1;ATP6V1F;ATP6V1A;ATP6V0B;ATP6V1E1;ATP6V1B2;ATP6V1D,Endothelial,interaction_FX,reactome
prerank,TNF-alpha Signaling via NF-kB,-0.5967844321572753,-1.8572185901231342,0.0,0.03827751196172249,0.031,14/26,23.73%,ABCA1;NFE2L2;NAMPT;BCL6;SGK1;PFKFB3;SLC2A3;TNC;PDLIM5;CD44;IRS2;DENND5A;PDE4B;ID2,Neuron,interaction_SC,hallmark
prerank,Glycolysis,-0.5430904343761855,-1.8574453019311439,0.0,0.013995521433141395,0.025,15/35,19.39%,ENO1;PLOD2;TPI1;UGP2;ARPP19;HS2ST1;PKM;IRS2;MXI1;PGAM1;EGFR;MDH1;DCN;SOD1;PGK1,Endothelial,interaction_FX,hallmark
prerank,Apoptosis,-0.5120076759217473,-1.8576506521383858,0.0,0.012192547239522853,0.027,18/32,25.45%,NEFH;ENO2;ADD1;PAK1;TIMP2;DCN;FEZ1;GPX4;CYLD;DNAJA1;ANKH;BNIP3L;CTNNB1;SOD1;PEA15;CLU;APP;GSN,Inhibitory,interaction_MCX,hallmark
prerank,Estrogen Response Early,-0.5005931236129784,-1.864629004122052,0.002197802197802198,0.024648780240401687,0.024,23/45,26.23%,CD44;INPP5F;NAV2;RHOBTB3;ELOVL5;GJA1;MAST4;FARP1;FDFT1;ABLIM1;ITPK1;LRIG1;MPPED2;NCOR2;IL6ST;RAB31;AFF1;MAPT;KAZN;ADCY9;TIAM1;CHPT1;NRIP1,Oligodendrocyte,global_condition,hallmark
prerank,Oxidative Phosphorylation,-0.5144067833819221,-1.8657496621984246,0.0017543859649122807,0.013909942041908159,0.037,15/40,14.66%,ATP6V1G1;ATP5F1B;ATP6V1H;LRPPRC;ATP6V1E1;ATP5MC3;SLC25A3;SLC25A4;CYCS;ATP6V1F;MGST3;UQCRH;VDAC3;GPX4;NDUFA4,Pericyte,interaction_FX,hallmark
prerank,Inflammatory Response,-0.6223468601523902,-1.875910169262081,0.0034482758620689655,0.00626778277184446,0.024,8/23,8.93%,NAMPT;HIF1A;NFKB1;SCN1B;ATP2A2;ABCA1;F3;LPAR1,Endothelial,interaction_SC,hallmark
prerank,UV Response Up,-0.5833019274345994,-1.8796370112575906,0.0,0.014266607222469906,0.028,14/24,20.14%,EIF5;SLC25A4;NTRK3;BSG;ATP6V1F;IL6ST;TMBIM6;SOD2;PTPRD;AMD1;CNP;OLFM1;TFRC;SELENOW,Pericyte,interaction_FX,hallmark
prerank,Intrinsic Pathway For Apoptosis R-HSA-109606,-0.6170844755661565,-1.8847772439537638,0.002105263157894737,0.02686899640912071,0.29,9/17,13.62%,YWHAB;YWHAG;CYCS;DYNLL1;YWHAH;YWHAE;DYNLL2;YWHAQ;YWHAZ,Inhibitory,interaction_MCX,reactome
prerank,Immune System R-HSA-168256,-0.34542764202336557,-1.8871214848712767,0.0,0.027354925067583528,0.286,126/323,26.41%,ANAPC5;TOLLIP;ATP6V0E2;PKM;YWHAB;CALM1;RAB3A;AHCYL1;HSPA8;PDXK;RAB7A;DNM1;IRS2;CAMK2G;KIF5A;TUBB4B;FTH1;WASL;DYNLL1;HSP90AA1;SKP1;RAB14;CHGA;CYFIP2;HSP90B1;ATP6V1E1;MGST1;PAG1;KCNAB2;RNF220;CTSB;TIMP2;XRCC5;CEP290;ATP6V1F;RAPGEF1;PTPN13;DYNC1H1;CANX;AP2M1;PIK3R1;EIF4A2;FBXW7;DHX36;KIFAP3;UBC;JAK1;CLSTN1;ATP6V1D;CAMK2B;KIF3C;FBXL7;PPP2R1A;HECTD1;ACTR2;HSPA5;HSP90AB1;ATP6V0B;SIRPA;ATP6V1B2;DYNLL2;DYNC1I2;EIF4G2;KPNA3;MAP2K1;FBXO21;FTL;CYLD;ATP6V0A1;PPP3CA;ANO6;SRP14;UBE2E3;YWHAZ;PLCG2;PPP3CB;DYNC1LI2;KPNA5;FBXL20;KLC1;PTPN11;CAPZA2;RNF19A;SNAP25;CLTC;MAPKAP1;FBXW11;CLTA;OSBPL1A;KIF2A;AP2A2;ATP6V1C1;ABL2;PAFAH1B2;ATP6V1A;PPP2CB;CTNNB1;IL6ST;CAND1;LMO7;UBE2V2;KPNA1;SOD1;CAMK2A;TUBB;PJA2;PGRMC1;ACTG1;TMEM30A;SCAMP1;RNF130;VPS35L;VAPA;WIPF2;ATP6AP2;CLU;APP;MAPK1;PDPK1;MT2A;GSN;HIF1A;ITPR1;TRIM2;KIF3A;ATP6V1G1,Inhibitory,interaction_MCX,reactome
prerank,Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517,-0.5380183759204813,-1.888337791857254,0.0,0.04245018688943193,0.269,13/24,21.69%,NDUFA5;NDUFS1;ATP5MC3;UQCRB;CYCS;VDAC1;LDHB;ATP5F1B;COX4I1;ATP5F1A;PDK3;UQCRH;BSG,Neuron,global_condition,reactome
prerank,G2/M Checkpoints R-HSA-69481,-0.6091031205472783,-1.8890284207367976,0.004987531172069825,0.04458285178100627,0.269,11/17,18.95%,PSME4;SEM1;UBB;YWHAH;UBC;YWHAB;YWHAZ;YWHAE;YWHAG;YWHAQ;UBE2V2,Neuron,global_condition,reactome
prerank,Metabolism Of RNA R-HSA-8953854,-0.4498058798563969,-1.8925931357252124,0.0,0.04555891269699135,0.264,25/60,19.15%,PAPOLA;XPO1;PSME4;SEM1;UBB;RANBP2;CPSF6;CCNH;CD44;HSPA8;CWC27;HSPA1A;SRSF5;EIF4A2;COLEC12;RNPC3;UBC;ELAVL2;YWHAB;HNRNPA2B1;YWHAZ;U2SURP;RAN;DDX5;ZFP36L1,Neuron,global_condition,reactome
prerank,Iron Uptake And Transport R-HSA-917937,-0.5420385274727064,-1.892728675372479,0.0,0.048238848737990836,0.264,19/24,37.49%,UBB;UBC;FTL;ATP6V1G1;ATP6V1H;ATP6V1F;FTH1;ATP6V1B2;SKP1;SLC22A17;ATP6V1E1;ATP6V0B;ATP6V1C1;STEAP2;ATP6V0E2;ATP6V1A;TF;ATP6V1D;CAND1,Neuron,global_condition,reactome
prerank,UV Response Up,-0.4969704761828118,-1.9006418224478614,0.0,0.02587380844303223,0.038,14/22,26.20%,DNAJA1;SELENOW;ENO2;EIF5;BSG;CCK;OLFM1;ATP6V1F;ATP6V1C1;SLC25A4;TUBA4A;AMD1;TMBIM6;NPTXR,Excitatory,region_FX,hallmark
prerank,Protein-protein Interactions At Synapses R-HSA-6794362,-0.5490082808796147,-1.910540085379909,0.0,0.02783492386764736,0.137,22/37,24.37%,DLGAP1;IL1RAPL2;PPFIA2;NTRK3;GRIA1;NRXN1;LRRTM4;APBA2;LIN7A;PTPRD;RTN3;LRRTM3;DLG1;EPB41L3;DLGAP2;GRM5;NLGN1;GRIN2B;EPB41L1;SYT1;GRIA4;CASK,Endothelial,interaction_FX,reactome
prerank,Signaling By B Cell Receptor (BCR) R-HSA-983705,-0.5284462350989422,-1.917372324097947,0.0,0.04040003581806732,0.218,12/28,18.54%,RASGRP3;PSME4;SEM1;UBB;PPIA;MAP3K7;UBC;PLCG2;AHCYL1;CALM1;PIK3R1;SKP1,Neuron,global_condition,reactome
prerank,Interferon Gamma Response,-0.6949763390805195,-1.9220766507985043,0.0,0.00313389138592223,0.01,8/16,10.81%,NAMPT;HIF1A;MT2A;RAPGEF6;ARID5B;NFKB1;SOD2;IFITM3,Endothelial,interaction_SC,hallmark
prerank,Glycolysis,-0.5896636203368766,-1.9322370110392793,0.0,0.0035256278091625086,0.009,15/35,12.68%,ENO1;PLOD2;UGP2;PGK1;ME1;IRS2;TPI1;SLC25A13;PKM;HSPA5;ARPP19;HS2ST1;P4HA1;PDK3;ZNF292,Endothelial,interaction_SC,hallmark
prerank,mTORC1 Signaling,-0.44891389338262966,-1.9539908608165455,0.004694835680751174,0.0265546981389015,0.026,11/30,18.98%,DHFR;TXNRD1;DHCR24;ATP2A2;MLLT11;ATP6V1D;TPI1;GOT1;ACSL3;ACTR2;TUBA4A,Excitatory,region_FX,hallmark
prerank,Ca-dependent Events R-HSA-111996,-0.6755706974349585,-1.9573453062144104,0.002105263157894737,0.026247103881980233,0.111,8/18,10.25%,CAMK2A;CAMK2B;MAPK1;CAMKK2;PRKAR1A;ADCY1;PDE1C;PRKAR2B,Endothelial,region_SC,reactome
prerank,Transmission Across Chemical Synapses R-HSA-112315,-0.474100281177311,-1.957455684776637,0.0,0.029527991867227765,0.111,25/84,7.94%,CAMK2A;PDPK1;CAMK2B;GABRA1;NEFL;NRGN;GABBR2;GRIA1;SYN2;NSF;SNAP25;MAPK1;CAMKK2;GRIN2B;SLC6A1;LIN7A;CACNA2D3;GRIN2A;MAPT;PRKAR1A;ADCY1;GABRB1;PRKAA2;GABRB3;AP2M1,Endothelial,region_SC,reactome
prerank,Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340,-0.6690305649700937,-1.9589226835967386,0.002232142857142857,0.025171712520624688,0.104,10/18,19.50%,NCOR2;TBL1X;FAM120B;ZNF638;EBF1;SREBF2;NCOR1;CREBBP;CDK8;NCOA2,Pericyte,region_FX,reactome
prerank,Myc Targets V1,-0.5695571645635326,-1.9610014584492188,0.0,0.006967169851155917,0.012,17/26,19.69%,EIF1AX;PSMD1;YWHAE;CANX;SRPK1;HSP90AB1;EIF4G2;VDAC1;SLC25A3;YWHAQ;HNRNPU;RAN;PTGES3;HPRT1;HNRNPA3;FAM120A;PGK1,Inhibitory,interaction_MCX,hallmark
prerank,"Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066",-0.7261387601318969,-1.9643526893068401,0.0,0.031717811716866044,0.104,6/14,4.23%,CAMK2A;CAMK2B;NEFL;GRIA1;GRIN2B;GRIN2A,Endothelial,region_SC,reactome
prerank,Neutrophil Degranulation R-HSA-6798695,-0.4599432207837251,-1.9662891072693558,0.0,0.03756522487564687,0.085,35/85,22.52%,HMGB1;HSP90AA1;DYNLL1;PTPRC;HSP90AB1;HSPA1A;CTSB;PDXK;CHI3L1;FTH1;CD44;RAB14;LAMP2;SNAP25;ATP6V0A1;TIMP2;ANO6;PGRMC1;NFASC;ITM2C;ATP8B4;RAB7A;RAB10;ATP11A;VAPA;FTL;HSPA8;ITGAV;PADI2;ATP6AP2;RAB31;LRRC7;CAB39;TUBB;KPNB1,Astrocyte,global_condition,reactome
prerank,Myc Targets V1,-0.4716779373796851,-1.9837111044429179,0.0,0.042896050839763965,0.021,17/25,32.90%,EIF4G2;EIF1AX;SLC25A3;HSP90AB1;NAP1L1;YWHAQ;VDAC1;KPNB1;AP3S1;VDAC3;RAN;HPRT1;HNRNPA3;PTGES3;PPIA;YWHAE;CANX,Excitatory,region_FX,hallmark
prerank,TNF-alpha Signaling via NF-kB,-0.595016797028797,-1.9875427078155476,0.0,0.00912917786681544,0.005,15/26,23.21%,CD44;F3;SOD2;BCL6;IRS2;PTPRE;PDLIM5;SAT1;MARCKS;IL6ST;PFKFB3;ABCA1;TNC;NFAT5;EIF1,Oligodendrocyte,global_condition,hallmark
prerank,UV Response Up,-0.604472491215206,-2.0047029163239958,0.0021141649048625794,0.01228551121941314,0.011,16/24,24.73%,ATP6V1F;ATP6V1C1;SLC25A4;TUBA4A;CNP;BSG;TMBIM6;SOD2;DNAJA1;CCK;TFRC;CHKA;PTPRD;ABCB1;AMD1;NTRK3,Endothelial,interaction_MCX,hallmark
prerank,Chromatin Modifying Enzymes R-HSA-3247509,-0.565454257014171,-2.00797881510835,0.0016611295681063123,0.0359513962725763,0.024,22/53,16.37%,ARID2;SETD2;KMT2E;NCOR1;ASH1L;PADI2;ARID4B;KDM5A;GATAD2B;KAT6A;PBRM1;TBL1X;NSD1;JAK2;CREBBP;EPC1;NSD2;BRWD1;ARID1B;EHMT1;KDM2A;MECOM,Neuron,interaction_MCX,reactome
prerank,HDACs Deacetylate Histones R-HSA-3214815,-0.8078346943460696,-2.0084720747430946,0.0,0.0147730325006715,0.053,7/10,13.50%,HDAC8;NCOR2;TBL1X;GATAD2B;PHF21A;NCOR1;MTA3,Pericyte,region_FX,reactome
prerank,Chromatin Modifying Enzymes R-HSA-3247509,-0.5332752105910197,-2.015068863516035,0.0,0.018418326234603433,0.049,31/52,29.72%,HDAC8;NCOR2;TBL1X;ASH1L;NSD1;SETD2;KDM2A;KMT2A;EHMT1;KAT6A;GATAD2B;PHF21A;NCOR1;NSD3;KANSL1;MTA3;ARID1A;CREBBP;USP22;KMT2C;EPC1;NCOA2;ARID1B;ARID5B;NSD2;ARID2;YEATS2;PBRM1;KAT6B;UTY;ARID4B,Pericyte,region_FX,reactome
prerank,Adipogenesis,-0.5402842766599717,-2.0526580823515355,0.0,0.002489862701856726,0.004,20/36,22.71%,HIBCH;BCL6;ELOVL6;APOE;SOD1;SPARCL1;LIFR;MAP4K3;SNCG;NDUFA5;UBC;UBQLN1;CHCHD10;GHITM;YWHAG;MGST3;RTN3;RNF11;QDPR;ATP1B3,Neuron,global_condition,hallmark
prerank,G Alpha (12/13) Signaling Events R-HSA-416482,-0.6316314448942923,-2.0556259264509427,0.0,0.04206774460049569,0.048,16/28,26.20%,ARHGEF11;MCF2L;KALRN;RASGRF2;ARHGEF7;ITSN1;ROCK1;SOS1;ARHGEF12;ABR;ARHGEF3;TIAM2;AKAP13;TRIO;ARHGEF4;NGEF,Neuron,region_FX,reactome
prerank,Oxidative Phosphorylation,-0.5802637339375174,-2.0726750185186535,0.0,0.0,0.0,26/40,27.68%,ATP6V1C1;SLC25A4;CYCS;ATP6V1G1;ATP6V1F;NNT;LDHB;ATP6V0B;ATP5F1B;ATP6V1E1;SLC25A3;MDH1;ATP5MC3;SLC25A12;SUCLA2;ATP6V1D;LRPPRC;UQCRH;NDUFA4;VDAC3;MGST3;RHOT1;GPI;GPX4;PDHX;COX4I1,Endothelial,interaction_FX,hallmark
prerank,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,-0.5959500278471084,-2.0769781827198592,0.0,0.011648131744386626,0.021,12/30,13.84%,SOD1;APP;HSPA5;ACTN1;TMSB4X;LAMP2;CLU;SCG3;PRKCA;PRKCB;SRGN;F13A1,Astrocyte,global_condition,reactome
prerank,Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission R-HSA-9617324,-0.7394261391239207,-2.0803902838351136,0.0,0.04107322367426096,0.027,8/13,21.12%,DLG1;CAMK2G;CAMK4;ACTN2;CAMK2B;CAMK2D;NEFL;CALM1,Inhibitory,interaction_FX,reactome
prerank,Post NMDA Receptor Activation Events R-HSA-438064,-0.577141898425522,-2.0902935753886416,0.0,0.00691975012013455,0.027,23/34,23.46%,GRIN2A;PRKAR2B;CAMK2A;CAMKK2;ADCY1;CAMK4;ARHGEF7;PDPK1;CAMKK1;RASGRF2;NRGN;PRKAG2;GRIN2B;LRRC7;CAMK2G;CAMK2B;PRKAR1B;RASGRF1;MAPT;MAPK1;ACTN2;NEFL;CALM1,Neuron,region_SC,reactome
prerank,Cellular Response To Heat Stress R-HSA-3371556,-0.6561858629281724,-2.10119465426735,0.0,0.03068231203824424,0.014,12/24,13.89%,HSPA4L;HSPH1;PTGES3;HSPA8;HSP90AB1;CRYAB;HSPA1A;HSP90AA1;EEF1A1;CAMK2D;UBB;HSPA5,Oligodendrocyte,global_condition,reactome
prerank,Myc Targets V1,-0.5592968436065672,-2.1242934408428744,0.0,0.005116629044394282,0.002002002002002002,9/26,13.08%,VDAC1;HNRNPA3;HNRNPU;HNRNPA2B1;SLC25A3;PGK1;CUL1;HNRNPC;RAN,Oligodendrocyte,region_MCX,hallmark
prerank,Potassium Channels R-HSA-1296071,-0.614518473872835,-2.136512122974364,0.0,0.005242234939495872,0.016,14/28,13.66%,KCNB1;GABBR2;KCNAB1;HCN1;KCNMB4;KCNC2;KCNQ5;KCNAB2;KCNK1;KCNA1;KCNA2;GNB5;KCND3;KCNQ3,Neuron,region_SC,reactome
prerank,mTORC1 Signaling,-0.5414652582605315,-2.1511167023772084,0.0,0.0008299542339522421,0.001,21/42,20.95%,ELOVL5;UBE2D3;SKAP2;HMGCS1;SCD;ELOVL6;HSPA5;HPRT1;TXNRD1;HSP90B1;CANX;PPIA;ATP2A2;ACSL3;GAPDH;RAB1A;TPI1;PGK1;MLLT11;PPA1;QDPR,Neuron,global_condition,hallmark
prerank,Transmission Across Chemical Synapses R-HSA-112315,-0.4807507963116079,-2.1745926829007094,0.0,0.0034948232929972478,0.008,59/111,24.03%,GABRB2;SYT1;GABBR2;ADCY2;GABRA1;PRKCB;GRIN2A;SLC17A7;CACNG3;PRKAR2B;CAMK2A;GABRA4;CAMKK2;PLCB1;ADCY1;CAMK4;STXBP1;ARHGEF7;GABRG2;SYN2;PDPK1;CAMKK1;RASGRF2;NRGN;GABRB3;PRKAG2;CACNB2;GRIN2B;GNB5;LRRC7;CACNA1B;CACNA2D3;CPLX1;NSF;NCALD;SYN3;SYN1;CAMK2G;CAMK2B;PRKAR1B;RASGRF1;MAPT;KCNJ3;MAPK1;CACNG8;SNAP25;ARHGEF9;NPTN;LIN7A;GABRA2;ACTN2;RAB3A;GLRB;NEFL;EPB41L1;CALM1;GRIA3;ADCY9;AP2M1,Neuron,region_SC,reactome
prerank,Regulation Of HSF1-mediated Heat Shock Response R-HSA-3371453,-0.795699434753734,-2.1861637760130814,0.0,0.004853388226827761,0.007,7/13,6.75%,HSPH1;DNAJB6;HSPA5;HSPA1A;HSPA12A;HSPA4L;UBB,Astrocyte,global_condition,reactome
prerank,HSF1-dependent Transactivation R-HSA-3371571,-0.7588961642676968,-2.1913332321413166,0.0,0.005824065872193313,0.006,9/15,6.75%,HSPH1;PTGES3;HSP90AA1;CRYAB;HSP90AB1;DNAJB6;HSPA1A;CAMK2D;UBB,Astrocyte,global_condition,reactome
prerank,Post-translational Modification: Synthesis Of GPI-anchored Proteins R-HSA-163125,-0.8088297784143996,-2.2100669211422863,0.0,0.0029899758036640166,0.004,7/12,4.99%,MDGA2;LSAMP;NTM;OPCML;CNTN4;THY1;PGAP1,Endothelial,interaction_MCX,reactome
